rok,delka,hodnoceni_pocet,zanr,zeme
2021,43.0,136,5,10
2019,83.0,1770,5,12
2015,26.0,24,4,12
2015,80.0,32,28,10
2016,38.0,38,14,12
2017,288.0,34,2,3
2017,52.0,13,4,1
2017,55.0,183,13,12
1963,92.0,304,17,2
1964,2.0,16,11,11
2018,43.0,33,1,10
2021,42.0,25,1,10
2019,48.0,156,12,10
2019,44.0,23,5,10
2013,35.0,11,14,10
2009,30.0,21,14,11
2016,91.0,176,28,4
2019,43.0,14,5,10
2018,22.0,13,5,10
2015,94.0,67,5,10
1991,1.0,14,11,10
2018,43.0,33,5,10
2017,45.0,23,21,10
2017,276.0,15,2,3
2017,3.0,45,14,10
2018,42.0,16,3,10
2018,41.0,13,3,10
2020,52.0,1140,1,13
2013,45.0,23,2,3
2016,4.0,16,14,12
1981,10.0,43,14,10
2019,31.0,118,12,10
2019,34.0,116,12,10
2021,58.0,35,13,10
2016,125.0,65,5,3
2006,3.0,20,14,9
2006,3.0,26,11,12
2022,28.0,195,2,10
2014,3.0,46,14,10
2019,50.0,35,13,10
2012,87.0,42,12,10
2017,47.0,67,14,10
2017,89.0,1370,5,10
1994,6.0,62,14,11
2014,108.0,26,2,3
2013,18.0,20,2,3
2017,27.0,123,2,10
2017,86.0,10,11,6
2017,101.0,37,28,8
2017,23.0,19,14,4
2017,99.0,96,2,3
1947,108.0,95,5,3
2020,30.0,71,5,10
2018,43.0,54,1,10
2018,48.0,10,4,10
2016,52.0,33,4,13
2017,288.0,58,2,3
2017,147.0,1053,4,10
2017,80.0,13,11,12
2017,29.0,25,4,12
2012,54.0,199,1,10
2017,4.0,16,14,12
2017,66.0,44,12,10
2019,19.0,294,12,10
1984,57.0,22,14,10
2018,43.0,111,5,10
2017,23.0,12,12,11
2010,3.0,49,11,12
2017,87.0,105,23,10
2016,53.0,1276,30,10
2017,57.0,878,30,10
2017,39.0,14,14,10
2022,27.0,149,12,10
2021,48.0,312,5,10
2013,4.0,38,14,12
1989,89.0,45,10,2
2018,86.0,13,5,10
2018,3.0,13,14,10
2022,47.0,54,5,10
2015,5.0,19,14,9
2004,90.0,60,13,6
2008,90.0,54,13,6
2016,33.0,21,14,12
2000,103.0,72,12,10
2017,59.0,63,4,11
1998,55.0,19,14,11
2019,46.0,311,24,10
2016,56.0,22,12,12
2016,58.0,21,12,12
2018,82.0,56,12,4
2018,84.0,34,12,10
2018,100.0,35,4,2
2011,44.0,16,4,6
2021,53.0,24,5,10
2018,90.0,11,5,6
2018,51.0,57,4,10
2018,6.0,48,12,12
2018,71.0,10,4,10
2018,75.0,86,4,10
2017,48.0,41,4,11
2018,16.0,25,2,3
2018,3.0,10,14,12
2018,45.0,11,4,12
2019,21.0,11,12,10
2019,43.0,67,5,10
2018,42.0,20,12,10
2019,47.0,286,1,10
2020,23.0,107,2,10
2018,18.0,18,4,10
2017,52.0,159,4,1
1990,50.0,375,5,10
2018,62.0,77,12,12
2019,60.0,50,12,12
2018,3.0,11,14,12
2018,127.0,31,12,4
2005,45.0,71,4,10
2005,44.0,46,4,10
2008,7.0,53,14,12
2000,90.0,31,13,6
2018,52.0,11,13,1
2019,44.0,51,5,10
2019,42.0,114,5,10
2019,22.0,45,2,10
2014,4.0,10,14,9
2017,4.0,19,14,9
2016,6.0,33,14,10
2018,108.0,620,2,3
2018,90.0,21,5,10
2018,100.0,57,12,7
2015,52.0,14,11,12
2016,45.0,10,4,6
2021,23.0,23,2,3
2019,480.0,101,5,10
2015,5.0,34,14,12
2018,30.0,16,12,11
2018,42.0,40,4,10
2013,10.0,26,14,11
2018,52.0,80,4,12
2018,45.0,22,4,11
1993,97.0,1196,12,10
2018,15.0,163,14,1
1996,49.0,24,11,9
2016,90.0,148,1,10
2016,44.0,12,14,10
2018,29.0,55,14,12
2019,45.0,45,5,2
2018,90.0,77,2,10
2018,52.0,15,11,12
2018,24.0,15,2,10
1984,95.0,137,5,10
2019,24.0,23,2,3
2019,24.0,47,2,3
2015,88.0,182,5,7
2015,50.0,47,4,10
2018,4.0,17,14,9
1972,25.0,318,12,10
1995,23.0,21,12,10
1996,23.0,22,12,10
1997,23.0,20,12,10
1955,26.0,36,13,10
2016,42.0,554,5,10
2003,22.0,466,12,10
1969,3018.0,17,12,10
1986,45.0,37,5,10
2003,44.0,41,5,10
2003,44.0,43,5,10
1996,46.0,59,24,10
1960,23.0,13,2,10
1961,26.0,12,2,10
1964,650.0,19,2,10
1965,7.0,190,2,10
1949,8.0,431,2,10
1995,45.0,36,5,10
1996,45.0,31,5,10
2001,45.0,17,5,10
2001,45.0,15,5,10
2002,45.0,16,5,10
2006,45.0,15,5,10
2009,45.0,14,5,10
1995,433.0,405,24,10
1999,56.0,20,13,10
2002,57.0,18,13,10
1997,60.0,10,5,10
2000,7.0,28,14,10
1997,690.0,367,5,12
1995,45.0,33,5,10
1995,45.0,32,5,10
1997,45.0,24,5,10
1999,45.0,21,5,10
1989,45.0,135,24,10
1990,45.0,127,24,10
1990,46.0,121,24,10
1997,45.0,73,24,10
2000,45.0,76,24,10
1987,22.0,18,13,10
1988,22.0,16,13,10
1989,22.0,16,13,10
2006,55.0,147,5,10
1991,46.0,62,5,10
1992,46.0,59,5,10
1997,44.0,37,5,10
1990,45.0,11,12,10
2004,952.0,159,3,10
2005,43.0,75,3,10
2004,44.0,49,1,10
2005,44.0,44,1,10
2000,44.0,16,1,4
1997,4213.0,4846,1,4
2003,45.0,45,1,10
2006,45.0,43,1,10
1998,943.0,17,5,10
1993,47.0,28,3,10
1994,45.0,20,3,10
1997,44.0,18,3,10
1997,42.0,21,3,10
2002,43.0,10,13,10
2000,30.0,123,12,10
1985,47.0,26,12,10
1988,24.0,21,12,10
1993,23.0,15,12,10
1994,23.0,15,12,10
1995,22.0,14,12,10
1994,22.0,159,12,10
1998,22.0,133,12,10
2000,42.0,74,5,10
2014,360.0,24,13,1
2004,43.0,26,13,10
2009,41.0,17,13,10
2009,1007.0,38,13,10
2020,42.0,14,13,10
2021,42.0,10,13,10
1995,25.0,30,10,10
1975,48.0,24,13,10
1979,49.0,26,5,10
1980,49.0,26,5,10
1980,49.0,26,5,10
1983,49.0,21,5,10
1988,47.0,16,5,10
1990,48.0,16,5,10
1990,48.0,16,5,10
1997,42.0,35,12,10
2003,60.0,41,13,10
2006,60.0,34,13,10
2003,43.0,17,5,10
2020,55.0,355,1,10
2022,50.0,163,1,10
1994,45.0,19,5,10
2002,42.0,26,3,10
2003,42.0,24,3,10
2020,28.0,10,12,10
1968,102.0,10,13,10
1993,834.0,652,5,10
1993,22.0,23,5,10
1985,47.0,52,1,11
1993,22.0,13,12,10
1979,95.0,70,5,11
2019,41.0,28,4,10
1995,48.0,53,2,10
1994,56.0,84,23,12
2019,100.0,427,13,10
1986,48.0,15,1,10
2001,45.0,100,1,10
2000,5837.0,268,5,10
2019,45.0,13,4,11
2002,46.0,20,13,10
2003,46.0,20,13,10
1999,60.0,2677,1,10
1987,299.0,182,12,10
1997,23.0,50,12,10
1966,25.0,29,12,10
1999,90.0,491,4,10
2002,41.0,20,13,10
2009,42.0,14,13,10
2003,44.0,12,5,10
1997,45.0,32,1,10
1999,45.0,47,1,10
2006,43.0,111,12,10
2009,41.0,97,12,10
2019,144.0,18,2,3
1993,44.0,28,1,10
1993,43.0,25,1,10
1994,43.0,27,1,10
1995,43.0,20,1,10
2018,22.0,22,2,10
2019,56.0,34,1,10
2021,51.0,19,1,10
1989,21.0,11,12,10
1991,21.0,10,12,10
1981,109.0,487,13,10
2000,58.0,69,13,12
1993,28.0,204,18,12
1993,28.0,189,18,12
1996,22.0,65,12,10
1997,22.0,58,12,10
2020,50.0,17,1,10
2018,15.0,18,14,4
1991,23.0,30,12,10
1981,10439.0,5111,5,10
2014,16.0,28,14,12
2019,3.0,29,4,12
2015,572.0,18,2,11
1992,22.0,620,2,10
1996,22.0,459,2,10
2014,464.0,932,2,10
2000,22.0,386,2,10
2002,22.0,370,2,10
2009,21.0,332,2,10
2020,21.0,204,2,10
2017,45.0,19,14,10
1976,55.0,36,5,11
2007,23.0,39,2,10
2016,23.0,23,2,10
1995,50.0,88,5,12
1997,52.0,68,5,12
2005,50.0,19,5,10
2008,67.0,13,26,10
2019,42.0,11,21,10
2019,29.0,56,5,10
2020,28.0,45,5,10
1942,8.0,97,2,10
1974,138.0,58,2,10
2019,82.0,68,28,10
2019,30.0,13,12,10
1996,23.0,19,12,10
2021,25.0,40,2,10
2019,85.0,10,4,4
2019,26.0,15,2,3
1929,21.0,36,12,10
1930,26.0,38,14,10
2019,120.0,33,4,10
2020,24.0,22,2,10
2000,23.0,22,12,10
2019,22.0,17,12,10
2020,45.0,138,5,10
1992,70.0,19,2,10
2020,51.0,108,1,10
1998,60.0,836,13,10
2021,25.0,48,30,10
2021,351.0,4555,30,12
2019,64.0,31,28,13
2019,100.0,122,12,11
1995,98.0,100,1,10
2000,1980.0,218,1,10
2019,26.0,77,14,10
1990,22.0,54,2,10
2019,96.0,21,5,3
1999,20.0,14,2,10
1997,1113.0,204,2,10
1990,105.0,103,11,3
2019,12.0,273,12,12
2013,22.0,262,2,10
2019,30.0,78,25,12
1999,29.0,21,4,12
2018,56.0,34,4,1
2015,105.0,15,29,10
2019,30.0,10,4,10
2019,94.0,71,23,4
2021,45.0,10,5,13
2021,90.0,35,12,10
2015,26.0,19,4,12
1990,8.0,30,14,11
2019,54.0,21,4,12
2019,44.0,23,13,11
1989,113.0,136,5,11
2002,440.0,50,5,11
2019,100.0,20,11,9
2020,68.0,318,12,12
2020,63.0,130,12,12
2020,61.0,104,12,12
1993,24.0,65,12,10
1996,22.0,53,12,10
1998,22.0,52,12,10
2020,3.0,18,14,11
1962,147.0,33,5,8
2020,61.0,28,4,10
2020,7.0,20,12,9
1998,85.0,12,13,10
2019,9.0,115,14,10
2020,400.0,87,22,9
2020,103.0,39,5,6
2020,45.0,28,4,10
2020,1035.0,144,13,11
2020,89.0,402,4,12
2000,22.0,255,2,10
2001,22.0,259,2,10
2008,22.0,223,2,10
2008,22.0,202,2,10
2018,22.0,244,2,10
1991,5.0,36,14,10
2021,51.0,352,5,13
2020,52.0,32,5,11
2020,61.0,52,4,10
2015,155.0,16,5,12
2001,170.0,533,7,10
2020,910.0,193,2,3
1939,70.0,45,29,10
2020,41.0,31,5,13
2020,25.0,41,2,10
2021,45.0,65,24,10
2022,50.0,1152,1,10
2019,7.0,24,14,6
1988,24.0,20,11,11
1989,22.0,33,2,10
1992,24.0,17,2,10
2020,15.0,13,22,12
2003,275.0,59,13,1
1995,90.0,13,10,10
2020,14.0,16,22,12
2020,10.0,98,12,12
2021,42.0,16,1,10
1948,90.0,16,29,10
2021,104.0,73,5,10
2020,91.0,18,10,10
2020,30.0,564,12,10
2020,106.0,11,5,13
1977,55.0,108,30,1
2020,177.0,126,2,10
2020,47.0,212,4,10
2020,95.0,19,5,1
2004,90.0,15,5,6
2014,3.0,11,14,10
1993,160.0,15,9,1
2020,105.0,855,24,4
1998,96.0,97,1,10
2020,309.0,477,12,10
2020,55.0,41,5,12
2020,50.0,34,1,10
1995,91.0,187,12,7
2001,100.0,46,3,10
2020,58.0,63,5,10
2013,6.0,16,14,12
2020,93.0,40,1,10
2002,112.0,7958,12,10
2021,44.0,59,12,10
2020,21.0,22,4,12
2020,4.0,13,14,12
1950,88.0,37,3,10
2020,57.0,17,11,12
2001,184.0,47,5,6
2020,568.0,2853,1,6
1997,88.0,10,2,10
1992,96.0,89,4,6
1967,75.0,26,24,11
1987,1032.0,11,2,3
2020,4.0,22,14,10
2020,26.0,56,4,12
1987,93.0,46,12,10
2020,83.0,38,4,10
2020,10.0,12,4,3
2004,21.0,48,12,10
2020,60.0,10,4,10
1962,100.0,18,1,2
2020,292.0,104,5,13
1996,2280.0,476,2,3
1972,96.0,133,5,3
2020,48.0,15,14,12
2001,75.0,351,2,10
1998,22.0,24,12,10
1999,22.0,21,12,10
2021,50.0,47,4,10
2021,48.0,340,4,10
2022,47.0,11,2,10
2024,71.0,1956,5,10
1985,99.0,11,5,13
1948,89.0,224,5,10
2020,25.0,14,4,12
2021,1191.0,589,5,12
2020,12.0,11,14,12
1933,66.0,11,5,10
1953,109.0,43,3,10
1931,83.0,456,5,10
2021,52.0,18,13,1
1932,72.0,13,5,10
2021,100.0,139,30,10
2001,111.0,17,12,3
2021,87.0,68,28,10
2021,32.0,24,5,10
2021,28.0,35,5,10
2021,77.0,14,5,12
2015,90.0,58,5,6
2016,542.0,102,5,10
1973,100.0,14,5,10
2020,43.0,31,4,6
2021,44.0,94,5,10
2006,30.0,10,14,9
2004,22.0,10,12,10
2005,22.0,10,12,10
2021,194.0,15,2,7
1999,104.0,35,12,5
1914,12.0,11,12,10
