delka,zanry,zeme,rok,hodnoceni_procenta,hodnoceni_pocet
100,Drama,NaN,1987,80,62
62,Dokumentární,Německo,2018,NaN,NaN
23,"Krátkometrážní,Drama",Německo,2017,NaN,NaN
144,Drama,NaN,1982,NaN,1
NaN,"Krátkometrážní,Komedie",NaN,NaN,NaN,NaN
61,Dokumentární,Itálie,2017,NaN,NaN
42,"Akční,Drama,Dobrodružný",USA,2021,63,16
45,Dokumentární,Německo,1994,NaN,NaN
NaN,Pornografický,NaN,NaN,NaN,NaN
NaN,Krátkometrážní,USA,NaN,NaN,NaN
56,"Romantický,Pornografický",NaN,1979,NaN,NaN
140,,NaN,1994,NaN,NaN
NaN,"Komedie,Drama,Romantický",NaN,NaN,NaN,NaN
300,"Drama,Thriller",Velká Británie,1997,NaN,1
27,"Krátkometrážní,Dokumentární",Německo,2009,NaN,NaN
NaN,Dokumentární,Německo,NaN,NaN,NaN
25,"Krátkometrážní,Animovaný",NaN,2017,NaN,NaN
39,Dokumentární,NaN,2019,NaN,NaN
10,"Krátkometrážní,Drama",Německo,2013,NaN,NaN
78,"Dobrodružný,Drama",NaN,1977,NaN,NaN
51,"Drama,Romantický",NaN,1985,NaN,NaN
46,"Komedie,Sci-Fi",Kanada,2006,NaN,NaN
NaN,Animovaný,NaN,NaN,NaN,NaN
45,Dokumentární,Německo,2001,NaN,NaN
114,"Akční,Krimi,Thriller",NaN,2021,52,1 340
52,"Dokumentární,Historický",NaN,2017,NaN,2
15,Krátkometrážní,NaN,1960,NaN,NaN
33,"Krátkometrážní,Krimi",NaN,1915,NaN,NaN
3,"Romantický,Drama",NaN,2016,NaN,NaN
90,Western,USA,1948,68,16
13,Rodinný,NaN,2018,NaN,NaN
NaN,"Komedie,Rodinný,Romantický",NaN,NaN,NaN,NaN
NaN,"Krátkometrážní,Dokumentární",NaN,NaN,NaN,NaN
NaN,Mysteriózní,NaN,NaN,NaN,NaN
54,"Western,Drama,Hudební",USA,1948,NaN,NaN
NaN,,Francie,NaN,NaN,NaN
NaN,"Krátkometrážní,Komedie",NaN,NaN,NaN,NaN
55,Dokumentární,Francie,1994,NaN,NaN
55,Dokumentární,Francie,2010,NaN,NaN
79,Drama,NaN,2019,NaN,6
24,"Krátkometrážní,Dokumentární",Francie,2009,NaN,NaN
NaN,Animovaný,Francie,NaN,NaN,2
NaN,,NaN,NaN,NaN,NaN
3,"Krátkometrážní,Dokumentární",NaN,1960,NaN,NaN
31,"Krátkometrážní,Dokumentární",NaN,1975,NaN,NaN
NaN,"Muzikál,Krátkometrážní",USA,NaN,NaN,NaN
NaN,"Krátkometrážní,Drama",USA,NaN,NaN,NaN
52,Dokumentární,Francie,2014,NaN,NaN
52,Dokumentární,Francie,2018,NaN,NaN
520,Dokumentární,Francie,2019,NaN,NaN
104,"Drama,Dobrodružný",USA,2021,47,73
NaN,"Krátkometrážní,Komedie",NaN,NaN,NaN,NaN
91,"Horor,Thriller,Povídkový",USA,2020,19,18
52,"Komedie,Drama",NaN,1999,NaN,NaN
90,Dokumentární,Francie,1997,NaN,NaN
55,Dokumentární,Francie,1984,NaN,NaN
22,Komedie,USA,2021,NaN,1
56,Dokumentární,USA,2020,NaN,NaN
NaN,"Pornografický,Komedie",NaN,NaN,NaN,NaN
45,Romantický,NaN,2020,NaN,1
NaN,"Komedie,Drama",NaN,NaN,NaN,6
88,"Krimi,Thriller",NaN,2020,NaN,2
31,Dokumentární,USA,2020,NaN,NaN
NaN,"Krátkometrážní,Romantický",NaN,NaN,NaN,NaN
30,"Komedie,Drama,Sportovní",USA,2020,73,564
1439,Romantický,NaN,2020,NaN,6
106,"Drama,Horor",Španělsko,2020,67,11
55,"Životopisný,Drama,Komedie",Francie,1977,78,108
23,"Krátkometrážní,Dokumentární",NaN,1979,NaN,NaN
177,"Animovaný,Dobrodružný,Komedie,Fantasy",USA,(2020–2021),87,126
16,Krátkometrážní,Kanada,2016,NaN,NaN
155,,NaN,1984,NaN,1
16,"Krátkometrážní,Dokumentární",NaN,1944,NaN,NaN
27,"Krátkometrážní,Dokumentární",NaN,1970,NaN,NaN
17,"Krátkometrážní,Dokumentární",NaN,1955,NaN,NaN
50,Dokumentární,NaN,2003,NaN,NaN
57,Dokumentární,NaN,2011,NaN,NaN
18,"Krátkometrážní,Dokumentární",NaN,1976,NaN,1
13,"Krátkometrážní,Dokumentární",NaN,1982,NaN,NaN
27,Dokumentární,NaN,2017,NaN,NaN
26,"Krátkometrážní,Dokumentární",NaN,1974,NaN,NaN
30,"Komedie,Drama",Španělsko,2020,NaN,4
10,"Krátkometrážní,Dokumentární",NaN,1966,NaN,NaN
11,"Krátkometrážní,Dokumentární",NaN,1962,NaN,NaN
14,"Krátkometrážní,Dokumentární",NaN,1951,NaN,NaN
20,"Krátkometrážní,Dokumentární",NaN,1987,NaN,NaN
15,"Krátkometrážní,Dokumentární",NaN,1986,NaN,NaN
18,"Krátkometrážní,Dokumentární",NaN,1985,NaN,NaN
51,Dokumentární,NaN,2013,NaN,NaN
17,"Krátkometrážní,Dokumentární",NaN,1989,NaN,NaN
16,"Krátkometrážní,Dokumentární",NaN,2006,NaN,NaN
12,"Krátkometrážní,Drama,Komedie",Polsko,2018,NaN,NaN
4,"Animovaný,Experimentální,Krátkometrážní",Japonsko,1993,NaN,2
43,Dokumentární,Německo,2015,NaN,NaN
21,"Komedie,Rodinný",Kanada,2016,NaN,NaN
45,Válečný,NaN,2020,NaN,NaN
24,"Rodinný,Fantasy,Historický",Kanada,2017,NaN,NaN
24,"Animovaný,Drama,Komedie",Japonsko,2020,NaN,7
24,"Animovaný,Drama,Komedie",Japonsko,2020,NaN,8
55,"Dokumentární,Dobrodružný,Drama",NaN,2010,NaN,NaN
8,"Krátkometrážní,Dokumentární",NaN,2019,NaN,NaN
25,"Krátkometrážní,Dokumentární",Velká Británie,2019,NaN,NaN
72,Dokumentární,NaN,2012,NaN,NaN
23,Rodinný,Kanada,2018,NaN,NaN
23,Rodinný,Kanada,2019,NaN,NaN
28,"Dokumentární,Životopisný,Krátkometrážní",Slovensko,1995,NaN,2
85,Dokumentární,NaN,2007,NaN,NaN
22,Drama,Kanada,2015,NaN,NaN
NaN,"Dokumentární,Reality-TV",Maďarsko,NaN,NaN,NaN
68,Drama,USA,1958,NaN,3
80,Drama,USA,1957,NaN,1
153,"Pornografický,Drama,Romantický",NaN,2018,NaN,1
33,"Komedie,Drama",NaN,2020,NaN,NaN
10,Krátkometrážní,NaN,2008,NaN,NaN
70,"Romantický,Komedie",NaN,2020,NaN,7
74,Dokumentární,NaN,2010,NaN,NaN
90,Dokumentární,NaN,1994,NaN,NaN
22,"Animovaný,Dobrodružný,Komedie",NaN,2016,NaN,NaN
NaN,Thriller,NaN,NaN,NaN,NaN
14,"Krátkometrážní,Dokumentární",Velká Británie,2020,NaN,NaN
79,Dokumentární,USA,1972,NaN,NaN
103,Drama,Francie,1991,NaN,NaN
8,"Krátkometrážní,Animovaný",NaN,1989,66,374
47,Hudební,NaN,1985,75,13
15,Krátkometrážní,Kanada,2020,NaN,1
10,Reality-TV,NaN,2010,NaN,NaN
45,Dokumentární,Velká Británie,2018,NaN,NaN
52,"Dokumentární,Životopisný",Německo,1999,NaN,NaN
120,"Historický,Životopisný",NaN,1978,NaN,NaN
24,"Rodinný,Drama",NaN,1980,NaN,NaN
47,Dokumentární,USA,2020,82,212
44,Dokumentární,USA,2020,NaN,1
49,"Muzikál,Rodinný",Slovensko,1995,NaN,3
115,"Dokumentární,Zábavný",Německo,2020,NaN,NaN
30,"Krátkometrážní,Dokumentární",Německo,2001,NaN,NaN
95,Drama,Francie,2020,61,19
52,Dokumentární,NaN,2006,NaN,NaN
11,Krátkometrážní,Velká Británie,1923,NaN,NaN
26,"Sci-Fi,Dobrodružný,Drama",Velká Británie,1974,NaN,4
23,"Sci-Fi,Dobrodružný,Drama",Velká Británie,1975,NaN,5
23,"Sci-Fi,Dobrodružný,Drama",Velká Británie,1977,NaN,6
25,"Sci-Fi,Dobrodružný,Drama",Velká Británie,1979,NaN,6
25,"Sci-Fi,Dobrodružný,Drama",Velká Británie,1983,NaN,4
44,"Sci-Fi,Dobrodružný,Drama",Velká Británie,1985,NaN,5
90,Drama,Německo,2004,47,15
180,Dokumentární,NaN,2019,NaN,NaN
24,"Krátkometrážní,Dokumentární",NaN,1999,NaN,1
54,Dokumentární,NaN,2000,NaN,NaN
19,Krátkometrážní,Velká Británie,1997,NaN,NaN
87,,Francie,2004,NaN,NaN
45,"Dokumentární,Životopisný",Německo,2017,NaN,1
3,"Animovaný,Rodinný",Kanada,2019,NaN,NaN
5,Rodinný,NaN,2019,NaN,NaN
61,Dokumentární,NaN,2005,NaN,NaN
28,"Krátkometrážní,Hudební",USA,2016,NaN,7
25,Komedie,Polsko,2007,NaN,NaN
78,Drama,USA,1973,NaN,6
43,"Krimi,Drama",Kanada,2005,NaN,NaN
21,"Akční,Sci-Fi,Animovaný,Drama",USA,2001,NaN,4
21,"Akční,Sci-Fi,Animovaný,Drama",USA,2002,NaN,5
3,"Krátkometrážní,Hudební",USA,2014,65,11
24,"Dokumentární,Reality-TV",Německo,2007,NaN,NaN
24,"Dokumentární,Reality-TV",Německo,2007,NaN,NaN
20,Talk-show,NaN,2018,NaN,NaN
77,"Dokumentární,Drama",NaN,2015,NaN,NaN
103,,NaN,1981,NaN,2
160,Historický,Francie,1993,77,15
NaN,,NaN,NaN,NaN,NaN
105,"Sci-Fi,Horor",Kanada,2020,60,855
NaN,Válečný,NaN,NaN,NaN,NaN
14,"Krátkometrážní,Dokumentární",NaN,2019,NaN,NaN
NaN,Hudební,Rakousko,NaN,NaN,NaN
NaN,,Itálie,NaN,NaN,1
124,Dokumentární,USA,2001,NaN,NaN
105,Pornografický,Kanada,2018,NaN,NaN
96,"Akční,Drama,Sportovní",USA,1998,57,97
NaN,,Velká Británie,NaN,NaN,NaN
NaN,Thriller,Španělsko,NaN,NaN,NaN
56,"Krimi,Drama",Velká Británie,1963,NaN,NaN
30,Dokumentární,Německo,2020,NaN,NaN
22,"Komedie,Drama,Rodinný",Kanada,2001,NaN,NaN
22,"Komedie,Drama,Rodinný",Kanada,2003,NaN,NaN
22,"Komedie,Drama,Rodinný",Kanada,2004,NaN,NaN
22,"Komedie,Drama,Rodinný",Kanada,2004,NaN,NaN
22,"Komedie,Drama,Rodinný",Kanada,2006,NaN,NaN
22,"Komedie,Drama,Rodinný",Kanada,2007,NaN,NaN
22,"Komedie,Drama,Rodinný",Kanada,2007,NaN,NaN
125,Pornografický,Maďarsko,2014,NaN,2
15,Krátkometrážní,Německo,2019,NaN,NaN
NaN,,USA,NaN,NaN,NaN
309,"Komedie,Rodinný,Muzikál",USA,2020,82,477
55,"Drama,Romantický",Česko,2020,43,41
NaN,Drama,Itálie,NaN,NaN,1
107,"Horor,Drama,Thriller",NaN,1978,67,1 921
132,Dokumentární,NaN,2006,NaN,NaN
80,"Drama,Romantický",NaN,1963,NaN,NaN
100,"Drama,Romantický",NaN,1994,NaN,NaN
216,Pornografický,USA,2016,NaN,NaN
50,"Akční,Dobrodružný,Drama",USA,2020,64,34
110,Drama,NaN,1998,NaN,2
24,Dokumentární,USA,2020,NaN,8
23,"Animovaný,Dobrodružný,Fantasy",Japonsko,2019,NaN,NaN
104,Pornografický,Maďarsko,2018,NaN,NaN
NaN,Drama,Itálie,NaN,NaN,NaN
60,Dokumentární,USA,2005,NaN,NaN
91,"Komedie,Drama",Polsko,1995,75,187
25,Komedie,Polsko,1998,NaN,NaN
97,"Komedie,Krimi",NaN,2017,NaN,1
100,"Drama,Thriller",NaN,1979,79,122
90,Dokumentární,USA,2004,NaN,NaN
45,"Drama,Životopisný",Polsko,2020,NaN,NaN
45,"Drama,Životopisný",Polsko,2020,NaN,NaN
80,Drama,Německo,2000,NaN,1
86,Dokumentární,Francie,2019,NaN,NaN
90,Soutěžní,Německo,2008,NaN,NaN
96,Zábavný,NaN,1975,71,43
121,Pornografický,Kanada,2018,NaN,NaN
117,Pornografický,Francie,2018,NaN,NaN
100,"Dobrodružný,Akční,Drama",USA,2001,40,46
58,"Drama,Krimi,Thriller",USA,2020,74,63
95,"Drama,Fantasy,Romantický",NaN,1972,72,71
25,"Animovaný,Fantasy,Dobrodružný",Japonsko,2019,NaN,NaN
80,Komedie,NaN,1976,NaN,NaN
108,Pornografický,USA,2019,NaN,NaN
90,Soutěžní,Německo,2020,NaN,NaN
36,"Krátkometrážní,Dokumentární,Životopisný",NaN,2011,NaN,NaN
71,"Dobrodružný,Krimi",NaN,1976,NaN,NaN
249,Pornografický,USA,2010,NaN,1
120,Soutěžní,Německo,2002,NaN,NaN
11,"Animovaný,Komedie",USA,2020,NaN,NaN
23,Drama,Polsko,2008,NaN,1
NaN,"Dokumentární,Krátkometrážní",Polsko,NaN,NaN,5
82,Thriller,NaN,2020,NaN,NaN
06,"Krátkometrážní,Hudební",Česko,2013,54,16
57,"Drama,Rodinný",NaN,1997,78,26
93,Akční,USA,2020,14,40
112,"Komedie,Romantický,Drama",USA,2002,58,7 958
44,"Komedie,Drama,Mysteriózní,Sci-Fi",USA,2021,81,59
106,"Drama,Hudební,Romantický",USA,1979,NaN,6
3,,NaN,2000,NaN,NaN
NaN,Pornografický,USA,NaN,NaN,NaN
46,"Drama,Rodinný",NaN,2020,NaN,NaN
188,Pornografický,USA,2010,NaN,1
129,Pornografický,USA,2012,NaN,NaN
84,Komedie,Španělsko,1983,NaN,NaN
32,"Komedie,Drama",NaN,2020,NaN,1
77,Dokumentární,USA,2020,NaN,NaN
26,Komedie,Francie,1992,NaN,5
26,Komedie,Francie,1992,NaN,4
26,Komedie,Francie,1992,NaN,3
896,"Animovaný,Dobrodružný,Drama,Fantasy",NaN,(1999–2002),80,76
31,"Dokumentární,Krátkometrážní",Slovensko,1996,NaN,1
21,"Dokumentární,Road movie",Česko,2020,43,22
24,"Animovaný,Komedie",Kanada,2021,NaN,2
210,Drama,NaN,1980,NaN,2
NaN,"Akční,Drama,Sportovní",Japonsko,NaN,NaN,NaN
30,"Komedie,Drama",Maďarsko,2021,NaN,NaN
88,Komedie,NaN,1972,NaN,1
100,"Komedie,Krimi",NaN,1975,NaN,NaN
80,Pornografický,USA,2015,NaN,NaN
93,Akční,NaN,2020,NaN,NaN
NaN,Pornografický,USA,NaN,NaN,NaN
44,"Drama,Historický",Polsko,2020,NaN,1
90,Sportovní,NaN,2019,NaN,2
135,Hudební,Německo,2020,NaN,NaN
4,"Krátkometrážní,Animovaný",Česko,2020,54,13
68,"Animovaný,Fantasy",USA,2020,NaN,1
57,Dokumentární,USA,2020,NaN,NaN
NaN,Komedie,Itálie,NaN,NaN,NaN
NaN,Dokumentární,Itálie,NaN,NaN,NaN
23,"Animovaný,Dobrodružný,Komedie",USA,2021,NaN,1
NaN,"Krátkometrážní,Drama",USA,NaN,NaN,NaN
88,Dobrodružný,USA,1950,62,37
56,Western,USA,1934,NaN,NaN
66,"Životopisný,Drama,Sportovní",USA,1938,NaN,NaN
NaN,Animovaný,Itálie,NaN,NaN,NaN
NaN,Krátkometrážní,NaN,NaN,NaN,NaN
45,"Krimi,Akční,Mysteriózní",NaN,1999,62,44
26,Dokumentární,Slovensko,2016,NaN,2
71,Dokumentární,USA,2014,NaN,6
26,Drama,NaN,2020,NaN,NaN
107,Pornografický,Kanada,2013,NaN,NaN
70,"Krimi,Drama,Romantický",USA,1940,NaN,3
125,Pornografický,USA,2019,NaN,1
23,"Dokumentární,Krátkometrážní",NaN,1960,NaN,NaN
100,Dokumentární,Itálie,2020,NaN,NaN
NaN,"Akční,Dobrodružný,Mysteriózní",USA,NaN,NaN,NaN
143,Pornografický,USA,2011,NaN,NaN
NaN,Horor,USA,NaN,NaN,1
18,"Krátkometrážní,Fantasy,Drama",NaN,2014,NaN,NaN
NaN,"Krátkometrážní,Dokumentární",NaN,NaN,NaN,NaN
104,Komedie,USA,2015,NaN,NaN
70,Dokumentární,USA,2010,NaN,NaN
5,"Krátkometrážní,Sci-Fi",NaN,2019,NaN,4
3,"Krátkometrážní,Komedie",NaN,2006,NaN,NaN
105,Horor,USA,2012,NaN,NaN
22,"Animovaný,Komedie,Rodinný,Sci-Fi",USA,1999,NaN,9
25,"Animovaný,Dobrodružný,Rodinný",NaN,2021,NaN,NaN
14,"Krátkometrážní,Komedie,Drama",NaN,2017,NaN,NaN
43,Dokumentární,Německo,2020,NaN,NaN
198,Pornografický,Kanada,2017,NaN,NaN
65,Hudební,Česko,2020,NaN,6
57,Hudební,Česko,2020,87,17
90,Komedie,NaN,2013,NaN,NaN
5,Krátkometrážní,Kanada,2020,NaN,NaN
1222,"Romantický,Drama",NaN,2020,74,16
NaN,"Drama,Rodinný",USA,NaN,NaN,NaN
243,"Hudební,Drama",NaN,2009,NaN,1
NaN,Pornografický,USA,NaN,NaN,NaN
28,"Krátkometrážní,Dokumentární",NaN,2018,NaN,NaN
86,"Horor,Thriller",NaN,2020,44,272
65,Dokumentární,Německo,2020,NaN,NaN
147,Dokumentární,NaN,2015,NaN,2
95,"Akční,Krimi,Thriller",NaN,1980,83,38
90,Thriller,Velká Británie,2020,NaN,1
24,"Akční,Fantasy,Animovaný,Romantický",Japonsko,2017,NaN,NaN
NaN,Pornografický,USA,NaN,NaN,2
41,Komedie,NaN,2019,NaN,1
23,"Animovaný,Akční,Dobrodružný,Historický",Japonsko,2018,NaN,6
13,"Krátkometrážní,Muzikál",USA,2020,NaN,NaN
30,Dokumentární,Německo,2014,NaN,NaN
24,"Animovaný,Hudební",Japonsko,2020,NaN,1
18,"Krátkometrážní,Horor",USA,2020,NaN,NaN
184,"Drama,Krimi",Německo,2001,66,47
4,"Animovaný,Romantický",Japonsko,2020,NaN,1
46,Pornografický,USA,2010,NaN,NaN
83,Pornografický,USA,2008,NaN,NaN
55,Dokumentární,USA,2020,NaN,1
12,"Animovaný,Rodinný",Německo,2020,NaN,NaN
56,Dokumentární,NaN,1998,NaN,NaN
100,"Drama,Historický",NaN,2002,66,272
10,"Krátkometrážní,Drama",Kanada,2015,NaN,NaN
NaN,"Krátkometrážní,Komedie",Itálie,NaN,NaN,NaN
5,"Dokumentární,Životopisný,Krátkometrážní",NaN,1990,NaN,3
85,Komedie,NaN,1987,75,26 927
90,Komedie,USA,1999,NaN,NaN
90,Komedie,NaN,2020,NaN,NaN
24,"Animovaný,Akční,Fantasy,Sci-Fi",Japonsko,2008,NaN,NaN
23,"Animovaný,Akční,Fantasy,Sci-Fi",Japonsko,2020,NaN,1
56,Dokumentární,NaN,2008,NaN,NaN
568,"Akční,Drama,Dobrodružný",Německo,(2020–2022),72,2 853
24,"Animovaný,Akční,Horor,Sci-Fi",Japonsko,2016,NaN,1
10,"Krátkometrážní,Horor",USA,2020,NaN,2
79,,Kanada,2020,NaN,NaN
1,"Krátkometrážní,Animovaný",Kanada,2020,NaN,NaN
19,"Krátkometrážní,Horor",NaN,2019,NaN,NaN
24,"Animovaný,Akční,Sci-Fi",Japonsko,2019,NaN,2
97,Dokumentární,NaN,2020,NaN,NaN
NaN,Pornografický,Francie,NaN,70,29
88,"Animovaný,Dobrodružný,Rodinný,Sci-Fi",USA,1997,48,10
49,Drama,NaN,1999,NaN,NaN
90,Drama,Velká Británie,2015,NaN,NaN
NaN,Pohádka,NaN,NaN,NaN,4
96,Dokumentární,Německo,1992,78,89
NaN,"Drama,Romantický",NaN,NaN,NaN,NaN
19,"Krátkometrážní,Dokumentární",NaN,2020,NaN,NaN
30,"Komedie,Dokumentární",Německo,2002,NaN,NaN
35,Krátkometrážní,Maďarsko,1982,NaN,4
75,Sci-Fi,Velká Británie,1967,51,26
9,"Komedie,Dokumentární,Krátkometrážní",USA,1939,NaN,2
30,Komedie,Velká Británie,2015,NaN,NaN
45,"Dokumentární,Publicistický",Německo,2020,NaN,NaN
30,Dokumentární,NaN,1998,NaN,NaN
15,"Krátkometrážní,Komedie",Kanada,2019,NaN,NaN
90,"Thriller,Psychologický",Německo,1997,NaN,NaN
2,"Krátkometrážní,Sci-Fi,Fantasy",USA,2020,NaN,8
107,"Drama,Historický",USA,2021,NaN,6
30,Krátkometrážní,NaN,2020,NaN,NaN
28,"Dokumentární,Krátkometrážní",NaN,2014,NaN,NaN
103,"Drama,Psychologický",NaN,1981,58,440
29,"Dokumentární,Krátkometrážní",NaN,2014,NaN,NaN
NaN,Sportovní,USA,NaN,86,22
40,Dokumentární,Polsko,2017,NaN,1
62,Pornografický,Francie,1980,NaN,NaN
81,Dokumentární,USA,2018,NaN,NaN
28,"Komedie,Krátkometrážní",NaN,2015,NaN,NaN
26,"Krátkometrážní,Hudební",Velká Británie,2020,NaN,2
NaN,"Rodinný,Soutěžní,Sportovní",USA,NaN,NaN,2
60,Krimi,NaN,1961,NaN,NaN
NaN,Drama,NaN,NaN,NaN,NaN
1032,"Animovaný,Akční,Drama,Fantasy",Japonsko,(1987–1988),80,11
24,"Animovaný,Akční,Drama,Fantasy",Japonsko,1984,NaN,1
56,Dokumentární,NaN,2006,NaN,NaN
216,Komedie,NaN,2016,NaN,NaN
75,Drama,USA,1959,NaN,4
NaN,Pornografický,USA,NaN,NaN,NaN
90,,Itálie,1981,NaN,1
133,Pornografický,USA,2013,NaN,2
71,Krimi,Japonsko,1983,NaN,NaN
95,Drama,NaN,2001,77,53
62,Dokumentární,NaN,2014,NaN,NaN
25,"Krátkometrážní,Animovaný",Velká Británie,2002,NaN,NaN
23,"Krátkometrážní,Dokumentární",NaN,2020,NaN,NaN
4,"Krátkometrážní,Animovaný",USA,2020,75,22
105,"Drama,Životopisný",NaN,1957,NaN,NaN
24,"Animovaný,Komedie",Japonsko,2016,NaN,3
24,"Animovaný,Akční,Drama,Fantasy,Sci-Fi",Japonsko,2016,NaN,NaN
3,"Experimentální,Krátkometrážní",Německo,1995,NaN,2
NaN,Hudební,Japonsko,NaN,NaN,NaN
63,Dokumentární,USA,2006,NaN,NaN
29,Reality-TV,NaN,2020,NaN,NaN
29,Dokumentární,NaN,2019,NaN,NaN
24,"Animovaný,Fantasy,Komedie",Japonsko,2014,NaN,NaN
NaN,"Experimentální,Drama,Komedie",USA,NaN,NaN,2
52,Dokumentární,Itálie,2020,NaN,NaN
3,"Krátkometrážní,Hudební",NaN,2019,NaN,1
18,"Krátkometrážní,Drama,Horor",USA,2020,NaN,NaN
25,"Komedie,Rodinný,Fantasy",USA,1966,NaN,1
25,"Komedie,Rodinný,Fantasy",USA,1968,NaN,NaN
25,"Komedie,Rodinný,Fantasy",USA,1968,NaN,NaN
25,"Komedie,Rodinný,Fantasy",USA,1968,NaN,NaN
76,Dokumentární,NaN,2016,NaN,NaN
NaN,"Mysteriózní,Thriller",NaN,NaN,NaN,NaN
54,"Komedie,Drama,Dobrodružný",Francie,2020,NaN,NaN
26,"Dokumentární,Životopisný",Česko,2020,84,56
24,Publicistický,Slovensko,2020,NaN,1
2,"Krátkometrážní,Animovaný",NaN,2020,NaN,NaN
8,"Krátkometrážní,Komedie,Drama",USA,2020,NaN,NaN
26,"Drama,Psychologický",Francie,2021,NaN,NaN
6,"Krátkometrážní,Horor",USA,2020,NaN,NaN
12,Animovaný,Francie,2012,NaN,NaN
NaN,,USA,NaN,NaN,NaN
22,Krátkometrážní,NaN,2019,NaN,NaN
96,Dokumentární,Itálie,1962,NaN,NaN
93,Komedie,USA,1987,57,46
83,Dokumentární,USA,2020,47,38
14,"Krátkometrážní,Drama",NaN,1999,NaN,NaN
10,"Dokumentární,Krátkometrážní,Experimentální",Japonsko,2020,60,12
21,"Komedie,Drama",USA,2004,82,48
7,Krátkometrážní,NaN,2020,NaN,NaN
36,"Drama,Romantický",NaN,2020,NaN,3
46,Dokumentární,Německo,2020,NaN,NaN
46,Dokumentární,Německo,2020,NaN,NaN
60,"Dokumentární,Krimi",USA,2020,66,10
100,"Akční,Dobrodružný,Drama",Itálie,1962,74,18
60,Komedie,NaN,1972,66,40
101,"Komedie,Drama,Sportovní",USA,2016,NaN,NaN
12,"Krátkometrážní,Dokumentární",Velká Británie,1933,NaN,NaN
24,"Animovaný,Komedie,Hudební",Japonsko,2014,NaN,3
3,"Animovaný,Komedie,Rodinný",Japonsko,2008,NaN,NaN
3,"Animovaný,Komedie,Rodinný",Japonsko,2009,NaN,NaN
3,"Animovaný,Komedie,Rodinný",Japonsko,2009,NaN,NaN
NaN,,NaN,NaN,NaN,NaN
75,"Dobrodružný,Drama",NaN,1957,NaN,NaN
NaN,"Dokumentární,Hudební",Německo,NaN,NaN,NaN
74,Dokumentární,Španělsko,2020,NaN,NaN
45,Dokumentární,Německo,2004,NaN,NaN
7,"Animovaný,Komedie,Dobrodružný,Fantasy,Rodinný",USA,2020,NaN,9
13,"Krátkometrážní,Animovaný",NaN,2020,NaN,1
90,,NaN,2019,NaN,NaN
85,Drama,USA,1933,NaN,NaN
87,Dokumentární,USA,2013,NaN,NaN
86,Dokumentární,USA,2013,NaN,NaN
82,Horor,USA,2004,NaN,NaN
34,"Krátkometrážní,Hudební",USA,2019,NaN,1
3,Krátkometrážní,USA,2020,NaN,NaN
64,"Komedie,Mysteriózní,Romantický",NaN,2020,NaN,1
13,"Krátkometrážní,Animovaný",Španělsko,2020,NaN,7
NaN,"Krátkometrážní,Drama",USA,NaN,NaN,NaN
14,"Krátkometrážní,Drama",USA,2020,NaN,NaN
17,Krátkometrážní,NaN,2016,NaN,NaN
88,,NaN,2009,NaN,NaN
60,Publicistický,Česko,2020,NaN,8
112,Dokumentární,NaN,2020,NaN,2
292,"Drama,Historický,Životopisný",Španělsko,2020,80,104
17,Krátkometrážní,NaN,2019,NaN,NaN
89,"Animovaný,Dobrodružný,Rodinný",NaN,2021,52,53
NaN,"Animovaný,Rodinný",NaN,NaN,NaN,NaN
30,Rodinný,Velká Británie,1963,NaN,NaN
79,"Horor,Drama",Německo,2020,NaN,NaN
60,Western,Španělsko,2021,NaN,NaN
35,"Krátkometrážní,Komedie",USA,1998,NaN,NaN
45,"Krimi,Drama",NaN,2020,NaN,NaN
25,Reality-TV,Velká Británie,2020,NaN,1
23,"Krátkometrážní,Dokumentární",Velká Británie,2020,NaN,1
19,"Krátkometrážní,Dokumentární",Polsko,2020,NaN,NaN
70,Dokumentární,NaN,2020,NaN,1
147,Dokumentární,Japonsko,2020,NaN,NaN
30,Hudební,NaN,1988,NaN,4
25,"Animovaný,Akční,Fantasy,Komedie",Japonsko,1997,NaN,1
25,"Animovaný,Akční,Fantasy,Komedie",Japonsko,1997,NaN,1
43,Hudební,NaN,1974,NaN,3
24,"Akční,Animovaný,Komedie,Fantasy",Japonsko,1993,NaN,3
24,"Akční,Animovaný,Komedie,Fantasy",Japonsko,1994,NaN,3
24,"Animovaný,Akční,Fantasy,Komedie",Japonsko,1988,NaN,6
24,"Animovaný,Akční,Historický,Komedie",Japonsko,1996,NaN,2
2280,"Animovaný,Akční,Historický,Komedie",Japonsko,(1996–1998),83,476
104,"Drama,Thriller",NaN,1966,NaN,NaN
10,"Experimentální,Krátkometrážní",Japonsko,2000,NaN,1
NaN,Drama,NaN,NaN,NaN,NaN
30,Soutěžní,NaN,2016,NaN,NaN
27,"Dokumentární,Krátkometrážní",Slovensko,2020,NaN,2
NaN,"Komedie,Romantický",Polsko,NaN,NaN,NaN
NaN,"Akční,Fantasy",NaN,NaN,NaN,NaN
27,"Dokumentární,Sportovní",Česko,2020,NaN,4
95,"Životopisný,Komedie,Drama",NaN,2020,NaN,1
20,"Dokumentární,Krátkometrážní",Maďarsko,1963,NaN,NaN
96,"Drama,Historický,Mysteriózní,Válečný",Japonsko,1972,85,133
NaN,Pornografický,Itálie,NaN,NaN,NaN
110,"Drama,Romantický",NaN,1960,NaN,NaN
