rok,delka,hodnoceni_pocet,zanr,zeme
2013,22.0,201,Animovaný,USA
2015,22.0,191,Animovaný,USA
(2012–2015),789.0,5 062,Animovaný,USA
2012,97.0,33,Dokumentární,Německo
(2012–2013),447.0,654,Animovaný,USA
2014,22.0,179,Animovaný,USA
1990,80.0,15,Dokumentární,Německo
2011,44.0,198,Dokumentární,USA
2013,86.0,10,Horor,USA
2010,8.0,135,Krátkometrážní,Velká Británie
1988,102.0,207,Komedie,Itálie
2013,44.0,17,Dokumentární,Česko
2009,60.0,12,Dokumentární,USA
1997,122.0,676,Drama,Německo
2015,86.0,786,Krimi,USA
2013,96.0,11,Fantasy,Japonsko
2010,53.0,37,Dokumentární,Itálie
2012,8.0,21,Krátkometrážní,USA
1980,99.0,162,Akční,USA
2015,43.0,149,Drama,USA
2011,50.0,54,Dokumentární,Velká Británie
2017,44.0,33,Krimi,USA
2013,276.0,173,Animovaný,Japonsko
2016,45.0,16,Drama,Velká Británie
2010,6.0,29,Krátkometrážní,Česko
2009,57.0,13,Dokumentární,Česko
1960,94.0,14,Akční,Itálie
(2013–2015),754.0,985,Komedie,Velká Británie
2016,43.0,10,Akční,USA
2013,91.0,12,Sci-Fi,USA
2015,22.0,12,Animovaný,USA
2012,87.0,105,Komedie,Španělsko
2013,70.0,1 745,Animovaný,Česko
1999,15.0,42,Krátkometrážní,Velká Británie
2015,45.0,65,Krimi,USA
2013,60.0,2 722,Dokumentární,Velká Británie
2014,541.0,1 524,Fantasy,USA
2016,43.0,221,Fantasy,USA
2017,677.0,857,Drama,Česko
2017,52.0,167,Drama,Česko
2018,60.0,149,Drama,Česko
2014,28.0,859,Komedie,Česko
2013,86.0,134,Komedie,USA
2018,60.0,44,Krimi,Velká Británie
2012,3.0,30,Krátkometrážní,Francie
1997,180.0,11,Sportovní,USA
2013,83.0,53,Dokumentární,USA
2013,86.0,6 273,Horor,USA
2012,90.0,373,Drama,USA
2016,96.0,511,Krimi,USA
1994,100.0,19,Sci-Fi,USA
2013,22.0,260,Komedie,USA
2014,21.0,223,Komedie,USA
2015,21.0,196,Komedie,USA
2015,43.0,23,Akční,USA
2016,42.0,23,Akční,USA
2013,46.0,12,Krimi,USA
1957,93.0,26,Drama,USA
2014,76.0,180,Drama,USA
2016,42.0,11,Drama,USA
2015,29.0,105,Komedie,USA
1987,91.0,125,Akční,USA
2011,7.0,29,Krátkometrážní,Slovensko
2016,22.0,42,Komedie,USA
2018,20.0,40,Komedie,USA
(2013–2021),3624.0,2 520,Komedie,USA
2008,4.0,775,Krátkometrážní,USA
2012,50.0,57,Dokumentární,Německo
2009,60.0,30,Komedie,Velká Británie
2001,4.0,147,Krátkometrážní,USA
(2012–2013),2028.0,11,Dokumentární,Francie
2021,43.0,31,Krimi,USA
2017,58.0,169,Drama,USA
2014,56.0,169,Drama,Česko
2011,24.0,392,Krátkometrážní,USA
2013,4.0,25,Krátkometrážní,Velká Británie
2013,25.0,18,Animovaný,Japonsko
2013,25.0,16,Animovaný,Japonsko
2014,24.0,11,Animovaný,Japonsko
2002,5.0,279,Krátkometrážní,USA
2012,23.0,32,Krátkometrážní,Slovensko
2012,45.0,221,Dokumentární,Německo
2009,6.0,196,Drama,USA
2013,4.0,292,Krátkometrážní,USA
2013,5.0,29,Animovaný,Velká Británie
2013,250.0,18,Dokumentární,USA
2013,4.0,18,Krátkometrážní,USA
2013,50.0,26,Dokumentární,Německo
1998,96.0,73,Drama,USA
2014,44.0,13,Drama,USA
2016,102.0,11,Akční,USA
2014,94.0,45,Horor,USA
2019,264.0,19,Dokumentární,Velká Británie
2016,42.0,14,Drama,USA
2015,27.0,18,Dokumentární,Česko
2013,70.0,47,Hudební,Slovensko
2018,86.0,7 277,Animovaný,USA
2011,52.0,124,Dokumentární,Francie
2014,23.0,30,Animovaný,Japonsko
2016,430.0,334,Drama,USA
2013,47.0,143,Drama,Česko
1995,4.0,67,Krátkometrážní,USA
2014,91.0,558,Drama,USA
2015,20.0,62,Komedie,USA
2016,23.0,41,Komedie,USA
2014,40.0,13,Drama,USA
1908,13.0,10,Krátkometrážní,USA
2011,3.0,200,Krátkometrážní,Velká Británie
(2004–2008),1234.0,22,Krimi,Polsko
2017,51.0,74,Krimi,USA
2013,52.0,162,Krátkometrážní,USA
2013,6.0,247,Publicistický,Česko
1956,113.0,29,Drama,Francie
2014,193.0,65,Sportovní,USA
2014,52.0,41,Hudební,Česko
2021,42.0,64,Akční,USA
2014,112.0,59,Thriller,Japonsko
2014,44.0,333,Krimi,USA
2013,2.0,36,Krátkometrážní,Velká Británie
2013,42.0,19,Dokumentární,Německo
2014,27.0,12,Dokumentární,Slovensko
2007,11.0,73,Animovaný,USA
1984,10.0,11,Krátkometrážní,Japonsko
2017,42.0,43,Komedie,USA
2013,4.0,64,Krátkometrážní,USA
(2014–2015),576.0,198,Animovaný,Japonsko
2014,50.0,123,Dokumentární,USA
2018,56.0,191,Akční,USA
2014,5.0,173,Komedie,Česko
2014,79.0,446,Horor,Kanada
2013,2.0,17,Krátkometrážní,USA
2015,83.0,888,Horor,USA
2014,44.0,94,Krimi,USA
(2013–2015),1367.0,17,Komedie,USA
2015,56.0,17,Rodinný,Česko
2015,63.0,115,Komedie,Česko
2010,6.0,25,Krátkometrážní,USA
2016,92.0,36,Dokumentární,USA
2020,61.0,109,Drama,USA
2014,56.0,167,Dobrodružný,Česko
2015,43.0,68,Dobrodružný,USA
1999,4.0,65,Hudební,Česko
2016,42.0,10,Komedie,USA
2009,44.0,25,Krátkometrážní,USA
2017,48.0,15,Drama,USA
2014,114.0,110,Dokumentární,Německo
1968,88.0,34,Životopisný,Itálie
2017,21.0,13,Komedie,USA
2004,4.0,109,Krátkometrážní,Česko
2012,4.0,75,Krátkometrážní,Česko
2016,41.0,20,Krimi,USA
2020,25.0,13,Animovaný,Japonsko
2014,25.0,23,Animovaný,Japonsko
2014,64.0,26,Hudební,Česko
2020,45.0,32,Krimi,Velká Británie
2014,4.0,15,Krátkometrážní,Velká Británie
1996,41.0,205,Hudební,USA
1996,26.0,82,Krátkometrážní,Francie
2014,3.0,25,Krátkometrážní,Slovensko
2014,90.0,17,Akční,Německo
2014,43.0,446,Dobrodružný,USA
2015,179.0,34,Sportovní,USA
2016,88.0,391,Krimi,USA
2015,26.0,41,Dokumentární,Česko
2016,93.0,548,Krimi,USA
2014,4.0,43,Krátkometrážní,USA
2014,62.0,438,Dokumentární,USA
2017,103.0,44,Komedie,Velká Británie
2015,91.0,58,Drama,Francie
2009,364.0,10,Animovaný,Francie
2021,54.0,42,Krimi,USA
2015,50.0,70,Komedie,Slovensko
2013,59.0,103,Dokumentární,Velká Británie
2017,45.0,52,Drama,USA
2015,3.0,119,Komedie,Česko
2015,75.0,55,Drama,Velká Británie
2014,27.0,16,Dokumentární,Česko
2012,52.0,129,Dokumentární,Německo
2014,22.0,14,Komedie,USA
1997,96.0,31,Akční,USA
2016,57.0,121,Drama,USA
2017,58.0,116,Drama,USA
2016,305.0,981,Akční,USA
2018,30.0,301,Akční,USA
2018,40.0,20,Akční,USA
2014,90.0,82,Thriller,USA
2002,5.0,183,Krátkometrážní,Česko
2015,58.0,468,Krimi,Česko
2015,86.0,850,Horor,USA
2016,48.0,422,Krimi,USA
1956,2.0,30,Hudební,USA
2014,15.0,10,Krátkometrážní,Kanada
2015,22.0,11,Komedie,USA
2015,25.0,13,Animovaný,Japonsko
2019,25.0,13,Animovaný,Japonsko
2015,276.0,21,Animovaný,Japonsko
2017,22.0,12,Animovaný,USA
1974,5.0,11,Hudební,Velká Británie
2018,28.0,25,Komedie,USA
2019,27.0,25,Komedie,USA
2013,60.0,42,Dokumentární,Velká Británie
2005,90.0,31,Komedie,Německo
2015,81.0,70,Dokumentární,USA
2016,55.0,64,Komedie,Česko
2019,59.0,48,Drama,USA
2016,25.0,11,Komedie,Slovensko
2009,26.0,19,Dokumentární,Francie
2018,63.0,125,Dokumentární,USA
2016,91.0,283,Horor,USA
2016,42.0,11,Drama,USA
2016,23.0,45,Animovaný,Japonsko
1952,73.0,18,Drama,USA
2015,18.0,10,Animovaný,Japonsko
2016,107.0,14,Romantický,Kanada
2014,52.0,25,Dokumentární,Rakousko
2015,49.0,22,Dokumentární,Velká Británie
1975,90.0,123,Hudební,Velká Británie
1990,90.0,137,Komedie,USA
2015,52.0,14,Komedie,Francie
2019,50.0,281,Sci-Fi,USA
2015,62.0,53,Dokumentární,Velká Británie
2015,45.0,11,Dokumentární,Německo
2015,63.0,10,Dokumentární,Francie
1994,91.0,736,Akční,USA
2013,6.0,56,Krátkometrážní,USA
2010,4.0,80,Krátkometrážní,USA
2002,91.0,5 890,Komedie,USA
2016,82.0,10,Dokumentární,USA
2017,427.0,148,Mysteriózní,USA
2016,70.0,13,Dokumentární,Španělsko
2017,33.0,24,Komedie,USA
2019,29.0,19,Komedie,USA
2016,23.0,13,Animovaný,Japonsko
2016,27.0,71,Krátkometrážní,Francie
2016,25.0,33,Animovaný,Japonsko
2008,4.0,23,Hudební,USA
2018,47.0,45,Krimi,Velká Británie
2016,26.0,13,Dokumentární,Česko
2016,30.0,38,Talk-show,USA
1986,18.0,106,Krátkometrážní,Japonsko
1944,26.0,123,Thriller,Velká Británie
2017,50.0,16,Drama,Německo
2016,90.0,19,Drama,USA
2018,43.0,27,Drama,USA
2016,83.0,67,Mysteriózní,USA
2016,87.0,59,Komedie,USA
2019,44.0,40,Krimi,USA
2019,24.0,23,Animovaný,Japonsko
2018,21.0,13,Komedie,USA
2017,22.0,13,Komedie,USA
2013,90.0,13,Dokumentární,Francie
2014,48.0,24,Dokumentární,Německo
2015,58.0,12,Dokumentární,Francie
2015,45.0,34,Dokumentární,Kanada
2024,160.0,2 156,Fantasy,USA
2019,43.0,130,Krimi,USA
1996,4.0,11,Krátkometrážní,USA
1959,90.0,38,Sci-Fi,Japonsko
2007,17.0,13,Publicistický,Česko
2016,3.0,32,Krátkometrážní,Česko
1964,80.0,11,Horor,USA
2017,237.0,9 312,Komedie,Česko
2016,80.0,27,Animovaný,Kanada
2015,14.0,57,Horor,Česko
1994,90.0,205,Akční,USA
2014,50.0,173,Reality-TV,USA
2011,5.0,51,Krátkometrážní,USA
1987,42.0,23,Hudební,USA
1998,86.0,78,Drama,USA
2017,120.0,65,Drama,Japonsko
1996,121.0,15 998,Akční,USA
2012,44.0,523,Drama,USA
2016,71.0,14,Animovaný,USA
2016,70.0,12,Publicistický,Česko
2016,122.0,474,Dokumentární,Velká Británie
2016,76.0,71,Drama,USA
1989,35.0,16,Hudební,USA
(2016–2018),828.0,13,Akční,Kanada
2017,49.0,114,Komedie,USA
2007,81.0,10,Drama,USA
1941,100.0,2 875,Film-Noir,USA
2016,80.0,199,Dokumentární,Německo
2017,22.0,11,Horor,USA
(2016–2023),144.0,68,Animovaný,Slovensko
2016,43.0,16,Drama,Kanada
1995,98.0,2 544,Komedie,USA
2017,55.0,63,Drama,Česko
2018,55.0,53,Drama,Česko
2015,52.0,30,Dokumentární,Francie
2017,23.0,33,Komedie,USA
2009,11.0,15,Krátkometrážní,USA
2008,4.0,12,Krátkometrážní,USA
2018,48.0,101,Krimi,Česko
2019,45.0,106,Krimi,Česko
2016,85.0,11,Dokumentární,Francie
2017,24.0,33,Animovaný,Japonsko
2002,57.0,12,Krátkometrážní,USA
2016,124.0,39,Pornografický,USA
2017,108.0,318,Drama,USA
2016,95.0,20,Drama,Polsko
2014,3.0,12,Krátkometrážní,USA
2007,46.0,10,Krátkometrážní,USA
1979,4.0,40,Krátkometrážní,Velká Británie
2017,30.0,13,Komedie,USA
2019,252.0,29,Drama,Kanada
2017,42.0,69,Komedie,Slovensko
2015,83.0,14,Dokumentární,USA
2017,101.0,318,Drama,USA
2017,26.0,194,Komedie,USA
2008,35.0,10,Krátkometrážní,USA
1990,72.0,39,Komedie,Německo
2017,69.0,25,Komedie,USA
2008,34.0,10,Krátkometrážní,Velká Británie
2017,32.0,112,Komedie,USA
1958,65.0,182,Sci-Fi,USA
2013,52.0,127,Dokumentární,Francie
2017,13.0,48,Animovaný,Česko
2014,10.0,15,Krátkometrážní,Česko
2005,78.0,44,Komedie,USA
2016,9.0,10,Komedie,Česko
2019,43.0,193,Drama,USA
2020,43.0,147,Drama,USA
2021,43.0,136,Drama,USA
2019,83.0,1 770,Drama,Česko
2015,26.0,24,Dokumentární,Česko
2015,80.0,32,Thriller,USA
2016,38.0,38,Krátkometrážní,Česko
2017,288.0,34,Animovaný,Japonsko
2017,52.0,13,Dokumentární,Francie
2017,55.0,183,Krimi,Česko
1963,92.0,304,Mysteriózní,Itálie
1964,2.0,16,Hudební,Velká Británie
2018,43.0,33,Akční,USA
2021,42.0,25,Akční,USA
2019,48.0,156,Komedie,USA
2019,44.0,23,Drama,USA
2013,35.0,11,Krátkometrážní,USA
2009,30.0,21,Krátkometrážní,Velká Británie
2016,91.0,176,Thriller,Kanada
2019,43.0,14,Drama,USA
2018,22.0,13,Drama,USA
2015,94.0,67,Drama,USA
1991,1.0,14,Hudební,USA
2018,43.0,33,Drama,USA
2017,45.0,23,Reality-TV,USA
2017,276.0,15,Animovaný,Japonsko
2017,3.0,45,Krátkometrážní,USA
2018,42.0,16,Dobrodružný,USA
2018,41.0,13,Dobrodružný,USA
2020,52.0,1 140,Akční,Španělsko
2013,45.0,23,Animovaný,Japonsko
2016,4.0,16,Krátkometrážní,Česko
1981,10.0,43,Krátkometrážní,USA
2019,31.0,118,Komedie,USA
2019,34.0,116,Komedie,USA
2021,58.0,35,Krimi,USA
2016,125.0,65,Drama,Japonsko
2006,3.0,20,Krátkometrážní,Slovensko
2006,3.0,26,Hudební,Česko
2022,28.0,195,Animovaný,USA
2014,3.0,46,Krátkometrážní,USA
2019,50.0,35,Krimi,USA
2012,87.0,42,Komedie,USA
2017,47.0,67,Krátkometrážní,USA
2017,89.0,1 370,Drama,USA
1994,6.0,62,Krátkometrážní,Velká Británie
2014,108.0,26,Animovaný,Japonsko
2013,18.0,20,Animovaný,Japonsko
2017,27.0,123,Animovaný,USA
2017,86.0,10,Hudební,Německo
2017,101.0,37,Thriller,Rakousko
2017,23.0,19,Krátkometrážní,Kanada
2017,99.0,96,Animovaný,Japonsko
1947,108.0,95,Drama,Japonsko
2020,30.0,71,Drama,USA
2018,43.0,54,Akční,USA
2018,48.0,10,Dokumentární,USA
2016,52.0,33,Dokumentární,Španělsko
2017,288.0,58,Animovaný,Japonsko
2017,147.0,1 053,Dokumentární,USA
2017,80.0,13,Hudební,Česko
2017,29.0,25,Dokumentární,Česko
2012,54.0,199,Akční,USA
2017,4.0,16,Krátkometrážní,Česko
2017,66.0,44,Komedie,USA
2019,19.0,294,Komedie,USA
1984,57.0,22,Krátkometrážní,USA
2018,43.0,111,Drama,USA
2017,23.0,12,Komedie,Velká Británie
2010,3.0,49,Hudební,Česko
2017,87.0,105,Romantický,USA
2016,53.0,1 276,Životopisný,USA
2017,57.0,878,Životopisný,USA
2017,39.0,14,Krátkometrážní,USA
2022,27.0,149,Komedie,USA
2021,48.0,312,Drama,USA
2013,4.0,38,Krátkometrážní,Česko
1989,89.0,45,Horor,Itálie
2018,86.0,13,Drama,USA
2018,3.0,13,Krátkometrážní,USA
2022,47.0,54,Drama,USA
2015,5.0,19,Krátkometrážní,Slovensko
2004,90.0,60,Krimi,Německo
2008,90.0,54,Krimi,Německo
2016,33.0,21,Krátkometrážní,Česko
2000,103.0,72,Komedie,USA
2017,59.0,63,Dokumentární,Velká Británie
1998,55.0,19,Krátkometrážní,Velká Británie
2019,46.0,311,Sci-Fi,USA
2016,56.0,22,Komedie,Česko
2016,58.0,21,Komedie,Česko
2018,82.0,56,Komedie,Kanada
2018,84.0,34,Komedie,USA
2018,100.0,35,Dokumentární,Itálie
2011,44.0,16,Dokumentární,Německo
2021,53.0,24,Drama,USA
2018,90.0,11,Drama,Německo
2018,51.0,57,Dokumentární,USA
2018,6.0,48,Komedie,Česko
2018,71.0,10,Dokumentární,USA
2018,75.0,86,Dokumentární,USA
2017,48.0,41,Dokumentární,Velká Británie
2018,16.0,25,Animovaný,Japonsko
2018,3.0,10,Krátkometrážní,Česko
2018,45.0,11,Dokumentární,Česko
2019,21.0,11,Komedie,USA
2019,43.0,67,Drama,USA
2018,42.0,20,Komedie,USA
2019,47.0,286,Akční,USA
2020,23.0,107,Animovaný,USA
2018,18.0,18,Dokumentární,USA
2017,52.0,159,Dokumentární,Francie
1990,50.0,375,Drama,USA
2018,62.0,77,Komedie,Česko
2019,60.0,50,Komedie,Česko
2018,3.0,11,Krátkometrážní,Česko
2018,127.0,31,Komedie,Kanada
2005,45.0,71,Dokumentární,USA
2005,44.0,46,Dokumentární,USA
2008,7.0,53,Krátkometrážní,Česko
2000,90.0,31,Krimi,Německo
2018,52.0,11,Krimi,Francie
2019,44.0,51,Drama,USA
2019,42.0,114,Drama,USA
2019,22.0,45,Animovaný,USA
2014,4.0,10,Krátkometrážní,Slovensko
2017,4.0,19,Krátkometrážní,Slovensko
2016,6.0,33,Krátkometrážní,USA
2018,108.0,620,Animovaný,Japonsko
2018,90.0,21,Drama,USA
2018,100.0,57,Komedie,Polsko
2015,52.0,14,Hudební,Česko
2016,45.0,10,Dokumentární,Německo
2021,23.0,23,Animovaný,Japonsko
2019,480.0,101,Drama,USA
2015,5.0,34,Krátkometrážní,Česko
2018,30.0,16,Komedie,Velká Británie
2018,42.0,40,Dokumentární,USA
2013,10.0,26,Krátkometrážní,Velká Británie
2018,52.0,80,Dokumentární,Česko
2018,45.0,22,Dokumentární,Velká Británie
1993,97.0,1 196,Komedie,USA
2018,15.0,163,Krátkometrážní,Francie
1996,49.0,24,Hudební,Slovensko
2016,90.0,148,Akční,USA
2016,44.0,12,Krátkometrážní,USA
2018,29.0,55,Krátkometrážní,Česko
2019,45.0,45,Drama,Itálie
2018,90.0,77,Animovaný,USA
2018,52.0,15,Hudební,Česko
2018,24.0,15,Animovaný,USA
1984,95.0,137,Drama,USA
2019,24.0,23,Animovaný,Japonsko
2019,24.0,47,Animovaný,Japonsko
2015,88.0,182,Drama,Polsko
2015,50.0,47,Dokumentární,USA
2018,4.0,17,Krátkometrážní,Slovensko
1972,25.0,318,Komedie,USA
1995,23.0,21,Komedie,USA
1996,23.0,22,Komedie,USA
1997,23.0,20,Komedie,USA
1955,26.0,36,Krimi,USA
2016,42.0,554,Drama,USA
2003,22.0,466,Komedie,USA
(1969–1974),3018.0,17,Komedie,USA
1986,45.0,37,Drama,USA
2003,44.0,41,Drama,USA
2003,44.0,43,Drama,USA
1996,46.0,59,Sci-Fi,USA
1960,23.0,13,Animovaný,USA
1961,26.0,12,Animovaný,USA
(1964–1965),650.0,19,Animovaný,USA
1965,7.0,190,Animovaný,USA
1949,8.0,431,Animovaný,USA
1995,45.0,36,Drama,USA
1996,45.0,31,Drama,USA
2001,45.0,17,Drama,USA
2001,45.0,15,Drama,USA
2002,45.0,16,Drama,USA
2006,45.0,15,Drama,USA
2009,45.0,14,Drama,USA
1995,433.0,405,Sci-Fi,USA
1999,56.0,20,Krimi,USA
2002,57.0,18,Krimi,USA
1997,60.0,10,Drama,USA
2000,7.0,28,Krátkometrážní,USA
1997,690.0,367,Drama,Česko
1995,45.0,33,Drama,USA
1995,45.0,32,Drama,USA
1997,45.0,24,Drama,USA
1999,45.0,21,Drama,USA
1989,45.0,135,Sci-Fi,USA
1990,45.0,127,Sci-Fi,USA
1990,46.0,121,Sci-Fi,USA
1997,45.0,73,Sci-Fi,USA
2000,45.0,76,Sci-Fi,USA
1987,22.0,18,Krimi,USA
1988,22.0,16,Krimi,USA
1989,22.0,16,Krimi,USA
2006,55.0,147,Drama,USA
1991,46.0,62,Drama,USA
1992,46.0,59,Drama,USA
1997,44.0,37,Drama,USA
1990,45.0,11,Komedie,USA
(2004–2005),952.0,159,Dobrodružný,USA
2005,43.0,75,Dobrodružný,USA
2004,44.0,49,Akční,USA
2005,44.0,44,Akční,USA
2000,44.0,16,Akční,Kanada
(1997–2001),4213.0,4 846,Akční,Kanada
2003,45.0,45,Akční,USA
2006,45.0,43,Akční,USA
(1998–1999),943.0,17,Drama,USA
1993,47.0,28,Dobrodružný,USA
1994,45.0,20,Dobrodružný,USA
1997,44.0,18,Dobrodružný,USA
1997,42.0,21,Dobrodružný,USA
2002,43.0,10,Krimi,USA
2000,30.0,123,Komedie,USA
1985,47.0,26,Komedie,USA
1988,24.0,21,Komedie,USA
1993,23.0,15,Komedie,USA
1994,23.0,15,Komedie,USA
1995,22.0,14,Komedie,USA
1994,22.0,159,Komedie,USA
1998,22.0,133,Komedie,USA
2000,42.0,74,Drama,USA
2014,360.0,24,Krimi,Francie
2004,43.0,26,Krimi,USA
2009,41.0,17,Krimi,USA
(2009–2010),1007.0,38,Krimi,USA
2020,42.0,14,Krimi,USA
2021,42.0,10,Krimi,USA
1995,25.0,30,Horor,USA
1975,48.0,24,Krimi,USA
1979,49.0,26,Drama,USA
1980,49.0,26,Drama,USA
1980,49.0,26,Drama,USA
1983,49.0,21,Drama,USA
1988,47.0,16,Drama,USA
1990,48.0,16,Drama,USA
1990,48.0,16,Drama,USA
1997,42.0,35,Komedie,USA
2003,60.0,41,Krimi,USA
2006,60.0,34,Krimi,USA
2003,43.0,17,Drama,USA
2020,55.0,355,Akční,USA
2022,50.0,163,Akční,USA
1994,45.0,19,Drama,USA
2002,42.0,26,Dobrodružný,USA
2003,42.0,24,Dobrodružný,USA
2020,28.0,10,Komedie,USA
1968,102.0,10,Krimi,USA
1993,834.0,652,Drama,USA
1993,22.0,23,Drama,USA
1985,47.0,52,Akční,Velká Británie
1993,22.0,13,Komedie,USA
1979,95.0,70,Drama,Velká Británie
2019,41.0,28,Dokumentární,USA
1995,48.0,53,Animovaný,USA
1994,56.0,84,Romantický,Česko
2019,100.0,427,Krimi,USA
1986,48.0,15,Akční,USA
2001,45.0,100,Akční,USA
(2000–2006),5837.0,268,Drama,USA
2019,45.0,13,Dokumentární,Velká Británie
2002,46.0,20,Krimi,USA
2003,46.0,20,Krimi,USA
1999,60.0,2 677,Akční,USA
1987,299.0,182,Komedie,USA
1997,23.0,50,Komedie,USA
1966,25.0,29,Komedie,USA
1999,90.0,491,Dokumentární,USA
2002,41.0,20,Krimi,USA
2009,42.0,14,Krimi,USA
2003,44.0,12,Drama,USA
1997,45.0,32,Akční,USA
1999,45.0,47,Akční,USA
2006,43.0,111,Komedie,USA
2009,41.0,97,Komedie,USA
2019,144.0,18,Animovaný,Japonsko
1993,44.0,28,Akční,USA
1993,43.0,25,Akční,USA
1994,43.0,27,Akční,USA
1995,43.0,20,Akční,USA
2018,22.0,22,Animovaný,USA
2019,56.0,34,Akční,USA
2021,51.0,19,Akční,USA
1989,21.0,11,Komedie,USA
1991,21.0,10,Komedie,USA
1981,109.0,487,Krimi,USA
2000,58.0,69,Krimi,Česko
1993,28.0,204,Pohádka,Česko
1993,28.0,189,Pohádka,Česko
1996,22.0,65,Komedie,USA
1997,22.0,58,Komedie,USA
2020,50.0,17,Akční,USA
2018,15.0,18,Krátkometrážní,Kanada
1991,23.0,30,Komedie,USA
(1981–1989),10439.0,5 111,Drama,USA
2014,16.0,28,Krátkometrážní,Česko
2019,3.0,29,Dokumentární,Česko
(2015–2016),572.0,18,Animovaný,Velká Británie
1992,22.0,620,Animovaný,USA
1996,22.0,459,Animovaný,USA
(2014–2015),464.0,932,Animovaný,USA
2000,22.0,386,Animovaný,USA
2002,22.0,370,Animovaný,USA
2009,21.0,332,Animovaný,USA
2020,21.0,204,Animovaný,USA
2017,45.0,19,Krátkometrážní,USA
1976,55.0,36,Drama,Velká Británie
2007,23.0,39,Animovaný,USA
2016,23.0,23,Animovaný,USA
1995,50.0,88,Drama,Česko
1997,52.0,68,Drama,Česko
2005,50.0,19,Drama,USA
2008,67.0,13,Sportovní,USA
2019,42.0,11,Reality-TV,USA
2019,29.0,56,Drama,USA
2020,28.0,45,Drama,USA
1942,8.0,97,Animovaný,USA
1974,138.0,58,Animovaný,USA
2019,82.0,68,Thriller,USA
2019,30.0,13,Komedie,USA
1996,23.0,19,Komedie,USA
2021,25.0,40,Animovaný,USA
2019,85.0,10,Dokumentární,Kanada
2019,26.0,15,Animovaný,Japonsko
1929,21.0,36,Komedie,USA
1930,26.0,38,Krátkometrážní,USA
2019,120.0,33,Dokumentární,USA
2020,24.0,22,Animovaný,USA
2000,23.0,22,Komedie,USA
2019,22.0,17,Komedie,USA
2020,45.0,138,Drama,USA
1992,70.0,19,Animovaný,USA
2020,51.0,108,Akční,USA
1998,60.0,836,Krimi,USA
2021,25.0,48,Životopisný,USA
2021,351.0,4 555,Životopisný,Česko
2019,64.0,31,Thriller,Španělsko
2019,100.0,122,Komedie,Velká Británie
1995,98.0,100,Akční,USA
(2000–2001),1980.0,218,Akční,USA
2019,26.0,77,Krátkometrážní,USA
1990,22.0,54,Animovaný,USA
2019,96.0,21,Drama,Japonsko
1999,20.0,14,Animovaný,USA
(1997–2001),1113.0,204,Animovaný,USA
1990,105.0,103,Hudební,Japonsko
2019,12.0,273,Komedie,Česko
2013,22.0,262,Animovaný,USA
2019,30.0,78,Soutěžní,Česko
1999,29.0,21,Dokumentární,Česko
2018,56.0,34,Dokumentární,Francie
2015,105.0,15,Western,USA
2019,30.0,10,Dokumentární,USA
2019,94.0,71,Romantický,Kanada
2021,45.0,10,Drama,Španělsko
2021,90.0,35,Komedie,USA
2015,26.0,19,Dokumentární,Česko
1990,8.0,30,Krátkometrážní,Velká Británie
2019,54.0,21,Dokumentární,Česko
2019,44.0,23,Krimi,Velká Británie
1989,113.0,136,Drama,Velká Británie
2002,440.0,50,Drama,Velká Británie
2019,100.0,20,Hudební,Slovensko
2020,68.0,318,Komedie,Česko
2020,63.0,130,Komedie,Česko
2020,61.0,104,Komedie,Česko
1993,24.0,65,Komedie,USA
1996,22.0,53,Komedie,USA
1998,22.0,52,Komedie,USA
2020,3.0,18,Krátkometrážní,Velká Británie
1962,147.0,33,Drama,Rakousko
2020,61.0,28,Dokumentární,USA
2020,7.0,20,Komedie,Slovensko
1998,85.0,12,Krimi,USA
2019,9.0,115,Krátkometrážní,USA
2020,400.0,87,Rodinný,Slovensko
2020,103.0,39,Drama,Německo
2020,45.0,28,Dokumentární,USA
(2020–2024),1035.0,144,Krimi,Velká Británie
2020,89.0,402,Dokumentární,Česko
2000,22.0,255,Animovaný,USA
2001,22.0,259,Animovaný,USA
2008,22.0,223,Animovaný,USA
2008,22.0,202,Animovaný,USA
2018,22.0,244,Animovaný,USA
1991,5.0,36,Krátkometrážní,USA
2021,51.0,352,Drama,Španělsko
2020,52.0,32,Drama,Velká Británie
2020,61.0,52,Dokumentární,USA
2015,155.0,16,Drama,Česko
2001,170.0,533,Fantasy,USA
(2020–2024),910.0,193,Animovaný,Japonsko
1939,70.0,45,Western,USA
2020,41.0,31,Drama,Španělsko
2020,25.0,41,Animovaný,USA
2021,45.0,65,Sci-Fi,USA
2022,50.0,1 152,Akční,USA
2019,7.0,24,Krátkometrážní,Německo
1988,24.0,20,Hudební,Velká Británie
1989,22.0,33,Animovaný,USA
1992,24.0,17,Animovaný,USA
2020,15.0,13,Rodinný,Česko
2003,275.0,59,Krimi,Francie
1995,90.0,13,Horor,USA
2020,14.0,16,Rodinný,Česko
2020,10.0,98,Komedie,Česko
2021,42.0,16,Akční,USA
1948,90.0,16,Western,USA
2021,104.0,73,Drama,USA
2020,91.0,18,Horor,USA
2020,30.0,564,Komedie,USA
2020,106.0,11,Drama,Španělsko
1977,55.0,108,Životopisný,Francie
(2020–2021),177.0,126,Animovaný,USA
2020,47.0,212,Dokumentární,USA
2020,95.0,19,Drama,Francie
2004,90.0,15,Drama,Německo
2014,3.0,11,Krátkometrážní,USA
